                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds 
                 8.6541725365347926E+000                  3.6556025070342266E+000                  2.0302277083804945E+001                  8.1875062098750239E+005                  0.0000000000000000E+000                                        3                  2.4979321511349830E+008                 -3.6537312867103795E+000                  1.7653302872020846E+000                  9.2371742008193411E-002                  1.0349694086387432E+017                  6.9471834568620431E+008                  2.0327262364092586E+009                  1.4076241168471024E+000                  1.3620594412156193E+000                  4.8107919319792630E-001                  2.5590961543173387E+000                  1.0102309185873612E-001                  9.2880612841835646E+000                  3.9633113743831783E-001                  1.1927040789741834E+001                  5.6698144168231703E+000                  2.2987389748304358E-003                  2.5593754082952769E-002                  9.2880613848569720E+000                 -9.8999999999999986E+001                  0.0000000000000000E+000                  1.3944232658057763E-014                  1.9869447039617658E-001                  7.8881528123041267E-001                  1.1465802111030519E-002                  6.6955836712149705E-005                  1.2127608074166452E-004                  2.2153347206700196E-025                  0.0000000000000000E+000                  1.8951527295491837E-029                  1.7800459863955836E-004                  1.2093225912844921E-010                 -1.8747843889073885E+000                  2.7911997147400374E-002                  4.4068653418354633E+013                  1.3644129780214641E+001                  9.3063143949404736E-001                 -3.1222279797443356E-002                  5.7537874304108071E+050                 -1.8747844945342351E+000 
                 8.6567716447343166E+000                  3.6637770579150737E+000                  2.0312861128525409E+001                  7.8389028288267332E+005                  0.0000000000000000E+000                                        8                  2.5048400738386917E+008                 -3.6446056170913232E+000                  1.7653302878024277E+000                  9.2016408382718948E-002                  1.0407283105170869E+017                  6.9424033726961923E+008                  2.0302624979919462E+009                  1.4075892289271077E+000                  1.3620512015534478E+000                  4.8131964314661485E-001                  2.5583939006586953E+000                  1.0076835429073695E-001                  2.0000000000000000E+000                 -6.8918409224410579E+000                  1.1893776125693845E+001                  5.6989193809768528E+000                  2.2987541344016843E-003                  4.6674761630816873E-002                  2.7374771672072997E+000                 -9.8999999999999986E+001                  0.0000000000000000E+000                  1.1828607978469774E-015                  1.9869746505865199E-001                  7.8880740782420600E-001                  1.1470499309668198E-002                  6.6956505398239834E-005                  1.2127727278475724E-004                  2.3106664981274018E-026                  0.0000000000000000E+000                  1.2502952983241608E-032                  2.1139314994743602E-003                  1.9229449548763766E-010                 -1.3374545449102972E+000                  3.7292692093287651E-002                  3.6824527089141621E+012                  1.2566137178219487E+001                  9.2167596060380796E-001                 -3.5421739745927251E-002                  5.7249757453867666E+050                 -1.3374577536601149E+000 
                 8.6606312782981192E+000                  3.6754465560439105E+000                  2.0328352402294005E+001                  7.9319136346052785E+005                  0.0000000000000000E+000                                        8                  2.5157960923808137E+008                 -3.6321520993153888E+000                  1.7653302878746622E+000                  9.1564071722403259E-002                  1.0500986884863510E+017                  6.9419422571676517E+008                  2.0296267935204411E+009                  1.4074890674896094E+000                  1.3620113513049839E+000                  4.8140416086841575E-001                  2.5581653815075938E+000                  1.0038979204239365E-001                  2.0000000000000000E+000                 -6.8917490045831871E+000                  1.1844427905819314E+001                  5.7363437449191519E+000                  2.2987871153086867E-003                  3.9609558622883158E-002                  2.7332882304751402E+000                 -9.8999999999999986E+001                  0.0000000000000000E+000                  6.4714829449260643E-016                  1.9869782550998838E-001                  7.8880646014528355E-001                  1.1471064685900588E-002                  6.6956585879772893E-005                  1.2127741625589585E-004                  1.3833537214373477E-026                  0.0000000000000000E+000                  2.2914964643388101E-033                  1.5771050446261460E-003                  1.5137323253479299E-010                 -1.4010696895491939E+000                  3.7075537759820795E-002                  4.8876881205685684E+012                  1.2689103486138466E+001                  9.0861345368272450E-001                 -4.1620836950282014E-002                  5.6833859358579006E+050                 -1.4010717420995029E+000 
                 8.6653484499916491E+000                  3.6881643185591648E+000                  2.0346542703183783E+001                  8.3003024247887428E+005                  0.0000000000000000E+000                                        8                  2.5314450587386608E+008                 -3.6205304178708935E+000                  1.7653302880416142E+000                  9.0833752538725845E-002                  1.0641909348256760E+017                  6.9632192564708579E+008                  2.0388067522618949E+009                  1.4072090762792453E+000                  1.3618727720128962E+000                  4.8060981390008245E-001                  2.5605664035594842E+000                  9.9926688573346689E-002                  2.0000000000000000E+000                 -6.8920877928108704E+000                  1.1785786851547245E+001                  5.7976158207259134E+000                  2.2988156061157562E-003                  2.4942290891407860E-002                  2.7281771721194783E+000                 -9.8999999999999986E+001                  0.0000000000000000E+000                  6.6483798294853264E-016                  1.9871839727078469E-001                  7.8875245655254056E-001                  1.1503269565869520E-002                  6.6960647752292921E-005                  1.2128461745779891E-004                  4.4400362410690316E-026                  0.0000000000000000E+000                  2.8278390391906375E-033                 -1.5287647078942218E-010                  6.6050351433628869E-011                 -4.9078296758440345E+000                  2.8378297982301390E-002                  1.0000000000000000E-050                 -5.0000000000000000E+001                  8.9315261171160332E-001                 -4.9074327492807733E-002                  5.6222915715878699E+050                 -5.0000000000000000E+001 
                 8.6693861295490855E+000                  3.6993661980439652E+000                  2.0362265445829177E+001                  1.8562915594704431E+007                  0.0000000000000000E+000                                        3                  2.5444670847739467E+008                 -3.6098598709641925E+000                  1.7653302880418891E+000                  9.0175433124680418E-002                  1.0758831443114731E+017                  6.9770044966834760E+008                  2.0446506044601445E+009                  1.4070010665366839E+000                  1.3617724413488934E+000                  4.8011394937849600E-001                  2.5620722067778998E+000                  9.9529866078343299E-002                  7.3779901116075433E+000                 -1.5154746216844011E+000                  1.1734351253356717E+001                  5.8536258534632930E+000                  2.2988334072036364E-003                  2.0583042638733839E-002                  7.3779979357857011E+000                 -9.8999999999999986E+001                  0.0000000000000000E+000                  8.3690791662300401E-016                  1.9871840633513460E-001                  7.8875243275120344E-001                  1.1503283763302990E-002                  6.6960649508868546E-005                  1.2128462057204896E-004                  5.9949917433626694E-026                  0.0000000000000000E+000                  6.3051543435072485E-033                 -3.5034778269578179E-008                  1.9999326147912667E-011                 -3.7277503133766738E+000                  2.0432842268645932E-002                  1.0000000000000000E-050                 -5.0000000000000000E+001                  8.8007481538599519E-001                 -5.5480406795073121E-002                  5.5508450434272163E+050                 -5.0000000000000000E+001 
                 8.6727768120575508E+000                  3.7106876757393872E+000                  2.0376388671194125E+001                  7.6668199212587194E+005                  0.0000000000000000E+000                                        1                  2.5527042987120700E+008                 -3.5964589143297538E+000                  1.7653302880418891E+000                  8.9631467905083390E-002                  1.0826106050176502E+017                  6.9614487159171474E+008                  2.0371600833485444E+009                  1.4070192006091937E+000                  1.3617983341110018E+000                  4.8081110990803777E-001                  2.5600120381344533E+000                  9.9196275755320168E-002                  1.3283517806651618E+001                  4.3906770498879606E+000                  1.1687490089713041E+001                  5.9004870171069674E+000                  2.2988488146545921E-003                  1.5773192062380145E-002                  1.3283517806661212E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  8.3705606473709944E-016                  1.9871840633515192E-001                  7.8875243275115792E-001                  1.1503283763330150E-002                  6.6960649508871894E-005                  1.2128462057205492E-004                  6.3851809173397662E-026                  0.0000000000000000E+000                  6.9842778610481666E-033                  3.1636676789595810E-003                  4.4554280358024786E-012                 -1.2499045711797818E+000                  1.5424254845488077E-002                  2.3350823925476572E+012                  1.2368302209098061E+001                  8.6893114596866816E-001                 -6.1014635646368734E-002                  5.4890820296456940E+050                 -1.2499182070555419E+000 
                 8.6755067472424656E+000                  3.7182985231886945E+000                  2.0387036828214523E+001                  3.2826038643239435E+007                  0.0000000000000000E+000                                        1                  2.5615209433617595E+008                 -3.5891694916487227E+000                  1.7653302880418891E+000                  8.9095073442884629E-002                  1.0905779210540752E+017                  6.9702425557032728E+008                  2.0408640562839453E+009                  1.4068814944339372E+000                  1.3617323111220105E+000                  4.8049772022495241E-001                  2.5609649614532777E+000                  9.8927554101688575E-002                  1.3397314524862937E+001                  4.5039596913188733E+000                  1.1651858266902774E+001                  5.9473481807506445E+000                  2.2988563980623554E-003                  9.9165289263921826E-003                  1.3397314524870222E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  8.3719820818948347E-016                  1.9871840633516255E-001                  7.8875243275113016E-001                  1.1503283763346766E-002                  6.6960649508873940E-005                  1.2128462057205856E-004                  6.6939634271952536E-026                  0.0000000000000000E+000                  7.5285730120154913E-033                 -5.1114107936699446E-008                  2.6564214032368838E-014                 -3.6457296071397924E+000                  1.1677131802718179E-002                  1.0000000000000000E-050                 -5.0000000000000000E+001                  8.6030017083023180E-001                 -6.5349990861209739E-002                  5.4334883771488054E+050                 -5.0000000000000000E+001 
                 8.6773626379110187E+000                  3.7234297886199657E+000                  2.0394255319625909E+001                  1.3059317634453248E+007                  0.0000000000000000E+000                                        1                  2.5675941692561999E+008                 -3.5843162116187086E+000                  1.7653302880418893E+000                  8.8818087791231293E-002                  1.0961005168413990E+017                  6.9768361775397038E+008                  2.0436641979327238E+009                  1.4067833855212084E+000                  1.3616849415557506E+000                  4.8025978181711299E-001                  2.5616869746325341E+000                  9.8744777446322721E-002                  1.3368581638750300E+001                  4.4749928332430908E+000                  1.1627455784925910E+001                  5.9717506627275050E+000                  2.2988598025175428E-003                  9.3416736709008852E-003                  1.3368581638758045E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  8.3730817054494721E-016                  1.9871840633516943E-001                  7.8875243275111206E-001                  1.1503283763357552E-002                  6.6960649508875282E-005                  1.2128462057206093E-004                  6.9114896321701723E-026                  0.0000000000000000E+000                  7.9197723588840114E-033                 -2.6790100370707261E-008                  5.2777062519686192E-015                 -3.7860128296392950E+000                  9.8852261067013635E-003                  1.0000000000000000E-050                 -5.0000000000000000E+001                  8.5448786476727978E-001                 -6.8294100646030018E-002                  5.3917209258906466E+050                 -5.0000000000000000E+001 
                 8.6791808121050114E+000                  3.7284586468485625E+000                  2.0401328127385238E+001                  1.9550154714528315E+007                  0.0000000000000000E+000                                        1                  2.5735556090234220E+008                 -3.5795592556633773E+000                  1.7653302880418895E+000                  8.8542647670742491E-002                  1.1015353117472123E+017                  6.9832764660322928E+008                  2.0463991119041283E+009                  1.4066875158851664E+000                  1.3616386351506187E+000                  4.8002795581757074E-001                  2.5623909339267685E+000                  9.8565644059162613E-002                  1.3302667771586890E+001                  4.4087755342814381E+000                  1.1603398795653581E+001                  5.9961531447043672E+000                  2.2988634898641514E-003                  1.0397475117406525E-002                  1.3302667771595864E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  8.3742516445286655E-016                  1.9871840633517565E-001                  7.8875243275109552E-001                  1.1503283763367334E-002                  6.6960649508876501E-005                  1.2128462057206306E-004                  7.1313144938278952E-026                  0.0000000000000000E+000                  8.3217161103270621E-033                 -3.5395810854028996E-008                  1.3249921838285690E-015                 -3.7255240671599110E+000                  1.1509301714944029E-002                  1.0000000000000000E-050                 -5.0000000000000000E+001                  8.4883107380378564E-001                 -7.1178730267768220E-002                  5.3632939909515643E+050                 -5.0000000000000000E+001 
                 8.6809639363512687E+000                  3.7333740665663475E+000                  2.0408256785123733E+001                  8.2165460791508469E+005                  0.0000000000000000E+000                                        1                  2.5794396974993485E+008                 -3.5749342804489541E+000                  1.7653302880418893E+000                  8.8276464940004060E-002                  1.1069200603449702E+017                  6.9898340335513985E+008                  2.0491928887115545E+009                  1.4065916666394145E+000                  1.3615922689460833E+000                  4.7979096340549016E-001                  2.5631098417431004E+000                  9.8389897871350288E-002                  1.3221298572193430E+001                  4.3271342925604062E+000                  1.1579687299085785E+001                  6.0198646412721626E+000                  2.2988675999977871E-003                  1.4788755637381846E-002                  1.3221298572204205E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  8.3753077229943742E-016                  1.9871840633518059E-001                  7.8875243275108275E-001                  1.1503283763375054E-002                  6.6960649508877450E-005                  1.2128462057206476E-004                  7.3530888610231371E-026                  0.0000000000000000E+000                  8.7333980251708997E-033                 -2.4711848915521652E-011                 -8.2885908980958743E-015                 -5.3035473799543835E+000                  1.6566206779287176E-002                  1.0000000000000000E-050                 -5.0000000000000000E+001                  8.4332190768141801E-001                 -7.4006617493875770E-002                  5.3354430304553759E+050                 -5.0000000000000000E+001 
                 8.6822900023616061E+000                  3.7370576795846042E+000                  2.0413423030068703E+001                  6.8777769673291789E+006                  0.0000000000000000E+000                                        1                  2.5837834278952020E+008                 -3.5714307611769422E+000                  1.7653302880418891E+000                  8.8011690166223205E-002                  1.1108938561002363E+017                  6.9943153077131748E+008                  2.0510903228282533E+009                  1.4065230906402388E+000                  1.3615593924286431E+000                  4.7963104666945561E-001                  2.5635955347328272E+000                  9.8259157126762989E-002                  1.2886472476528755E+001                  3.9920508038976870E+000                  1.1561937416715981E+001                  6.0435761378399580E+000                  2.2988744505087195E-003                  2.4512388542678145E-002                  1.2886472476551944E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  8.3760243854161539E-016                  1.9871840633518373E-001                  7.8875243275107443E-001                  1.1503283763379973E-002                  6.6960649508878060E-005                  1.2128462057206583E-004                  7.5227469840293825E-026                  0.0000000000000000E+000                  9.0527600352005964E-033                 -1.6513470146379302E-008                 -1.6563521165733600E-014                 -3.8910808271764403E+000                  3.0077866577787868E-002                  1.0000000000000000E-050                 -5.0000000000000000E+001                  8.3924344397569928E-001                 -7.6112042699905930E-002                  5.3081568025178055E+050                 -5.0000000000000000E+001 
                 8.6831596740262196E+000                  3.7395277081821283E+000                  2.0416837226532454E+001                  8.1410519813529146E+005                  0.0000000000000000E+000                                        3                  2.5865571820253044E+008                 -3.5690077206150330E+000                  1.7653302880418922E+000                  8.7880579797603900E-002                  1.1134150037370558E+017                  6.9964847559049332E+008                  2.0519825394265089E+009                  1.4064835256846582E+000                  1.3615409244288201E+000                  4.7955771347032794E-001                  2.5638198875514093E+000                  9.8173392957428329E-002                  7.8763260782416209E+000                 -1.0182192867868800E+000                  1.1550149148544165E+001                  6.0553644060117744E+000                  2.2988812299466889E-003                  5.0932453594658943E-002                  7.8763284462245924E+000                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9760917902990935E-016                  1.9871840637189853E-001                  7.8875243265461370E-001                  1.1503283820939432E-002                  6.6960649515991700E-005                  1.2128462058467763E-004                  9.0954146548473720E-026                  0.0000000000000000E+000                  1.5660085128589909E-032                  4.3411473646790487E-004                  3.8030765744559383E-014                 -1.6811977356707606E+000                  4.1303317623439653E-002                  1.6358555622068615E+013                  1.3213744955016377E+001                  8.3657085135961073E-001                 -7.7497271615553379E-002                  5.2878532437802417E+050                 -1.6811979897495632E+000 
                 8.6844146707717833E+000                  3.7434455757901888E+000                  2.0421933670232310E+001                  7.8575253795118909E+005                  0.0000000000000000E+000                                        3                  2.5900492900640309E+008                 -3.5646906679608490E+000                  1.7653302880418935E+000                  8.7749823950695208E-002                  1.1164562850174994E+017                  6.9945876065666795E+008                  2.0509675245188627E+009                  1.4064618729770610E+000                  1.3615344425868781E+000                  4.7965756006505866E-001                  2.5635297878687950E+000                  9.8049591439901773E-002                  2.9237316647333116E+000                 -5.9704565594320149E+000                  1.1532466746286442E+001                  6.0671526741835891E+000                  2.2988932525518243E-003                  4.8465108558082989E-002                  3.0961608917857109E+000                 -9.8999999999999986E+001                  0.0000000000000000E+000                  1.0396981346691307E-015                  1.9871840638689159E-001                  7.8875243261521422E-001                  1.1503283844452704E-002                  6.6960649518895939E-005                  1.2128462058982658E-004                  9.6946500770605105E-026                  0.0000000000000000E+000                  1.8369802281657409E-032                  2.1094435030925194E-003                  1.5160417695476043E-013                 -1.3379160508850028E+000                  4.7488391939032676E-002                  3.3565976309953599E+012                  1.2525899283722906E+001                  8.3267426886539564E-001                 -7.9524855616029219E-002                  5.2744091021370749E+050                 -1.3379184069390428E+000 
                 8.6861524311284466E+000                  3.7482708678388432E+000                  2.0428703005993597E+001                  8.2014968044899625E+005                  0.0000000000000000E+000                                        8                  2.5957694927881399E+008                 -3.5601081201008991E+000                  1.7653302880418955E+000                  8.7489502920880341E-002                  1.1217157033782341E+017                  7.0004944862802911E+008                  2.0534690953535254E+009                  1.4063716715796382E+000                  1.3614911773281875E+000                  4.7944705643885466E-001                  2.5641693996289576E+000                  9.7878138412485285E-002                  2.0000000000000000E+000                 -6.8943268587905999E+000                  1.1508890209942813E+001                  6.0907292105272193E+000                  2.2989079836207081E-003                  4.3067610862935882E-002                  2.7046413449168445E+000                 -9.8999999999999986E+001                  0.0000000000000000E+000                  1.0951518465265955E-015                  1.9871840639942284E-001                  7.8875243258228245E-001                  1.1503283864106843E-002                  6.6960649521321760E-005                  1.2128462059412736E-004                  1.0519689875860600E-025                  0.0000000000000000E+000                  2.2488627537237622E-032                  5.5252477619657249E-005                  1.8594375713404813E-013                 -2.1288241213334635E+000                  4.5338028356999141E-002                  1.2739091955555022E+014                  1.4105138472524729E+001                  8.2740054757538206E-001                 -8.2284196023431233E-002                  5.2543027497272846E+050                 -2.1288241317554637E+000 
                 8.6877446969068330E+000                  3.7537931521100312E+000                  2.0435433667877547E+001                  7.5536653614269686E+005                  0.0000000000000000E+000                                        8                  2.5994087487318927E+008                 -3.5533521595159288E+000                  1.7653302880418966E+000                  8.7230525601208225E-002                  1.1246509754859683E+017                  6.9902446292006946E+008                  2.0485893130095332E+009                  1.4063992846076707E+000                  1.3615142896249193E+000                  4.7989487123204183E-001                  2.5628431294843197E+000                  9.7720954034633559E-002                  2.0000000000000000E+000                 -6.8942187710509808E+000                  1.1485313673599181E+001                  6.1143057468708495E+000                  2.2989247745723311E-003                  4.4481362879957846E-002                  2.7022660162246290E+000                 -9.8999999999999986E+001                  0.0000000000000000E+000                  1.1498025562466961E-015                  1.9871840640564623E-001                  7.8875243256591221E-001                  1.1503283873882561E-002                  6.6960649522527244E-005                  1.2128462059626455E-004                  1.1378118154354521E-025                  0.0000000000000000E+000                  2.7292554897039348E-032                  3.9038097451604393E-003                  1.0184076702140532E-013                 -1.2042556780641964E+000                  3.8866909369376326E-002                  1.7924643879573669E+012                  1.2253450536017805E+001                  8.2242897736329301E-001                 -8.4901596199879734E-002                  5.2276529346225548E+050                 -1.2042628652290024E+000 
                 8.6890314000323841E+000                  3.7573775885961411E+000                  2.0440451462676673E+001                  8.1947582510177721E+005                  0.0000000000000000E+000                                        8                  2.6036409039503771E+008                 -3.5499344213583011E+000                  1.7653302880418973E+000                  8.6973302811802267E-002                  1.1285516133158485E+017                  6.9944509609803522E+008                  2.0503629714201827E+009                  1.4063334204006517E+000                  1.3614828270312545E+000                  4.7974579530017836E-001                  2.5632963886839328E+000                  9.7593931950809662E-002                  2.0000000000000000E+000                 -6.8941089090930321E+000                  1.1467670880821281E+001                  6.1378822832144806E+000                  2.2989401095015651E-003                  2.9051752215910744E-002                  2.6999023928129717E+000                 -9.8999999999999986E+001                  0.0000000000000000E+000                  1.1965835732954599E-015                  1.9871840640835209E-001                  7.8875243255878169E-001                  1.1503283878145663E-002                  6.6960649523052106E-005                  1.2128462059719503E-004                  1.2104268277920355E-025                  0.0000000000000000E+000                  3.1832379233462930E-032                  3.8692208387857339E-005                  9.6484952088522703E-015                 -2.2061882409381703E+000                  2.5159537246806904E-002                  1.7978147821789425E+014                  1.4254744947007294E+001                  8.1856669648856084E-001                 -8.6945928668842987E-002                  5.2011604645285541E+050                 -2.2061882518797029E+000 
                 8.6898832961684285E+000                  3.7597344907428019E+000                  2.0443765851387919E+001                  8.2025423487668065E+005                  0.0000000000000000E+000                                        8                  2.6064706608675322E+008                 -3.5477100161495660E+000                  1.7653302880418980E+000                  8.6846044536213446E-002                  1.1311700032889344E+017                  6.9974690936624610E+008                  2.0516441961754541E+009                  1.4062881617976855E+000                  1.3614610646353853E+000                  4.7963764707870199E-001                  2.5636247036834203E+000                  9.7509818757933589E-002                  2.0000000000000000E+000                 -6.8942366844862759E+000                  1.1455961831609104E+001                  6.1495913324266569E+000                  2.2989403301117541E-003                  1.9454952609239292E-003                  2.6991450885424011E+000                 -9.8999999999999986E+001                  0.0000000000000000E+000                  1.2289297103917232E-015                  1.9871840641031993E-001                  7.8875243255359606E-001                  1.1503283881245907E-002                  6.6960649523433759E-005                  1.2128462059787162E-004                  1.2613160069248865E-025                  0.0000000000000000E+000                  3.5270503167413027E-032                 -1.1378830351399075E-011                 -2.9733212479296909E-014                 -5.4719511887437546E+000                  1.1050150313229022E-002                  1.0000000000000000E-050                 -5.0000000000000000E+001                  8.1602192910817095E-001                 -8.8298170213412616E-002                  5.1814522342998316E+050                 -5.0000000000000000E+001 
                 8.6911568928068803E+000                  3.7632439936417099E+000                  2.0448714195838274E+001                  8.2025707249440858E+005                  0.0000000000000000E+000                                        8                  2.6107278001169720E+008                 -3.5444181719460830E+000                  1.7653302880418995E+000                  8.6719104004458952E-002                  1.1351206827985880E+017                  7.0021849468819737E+008                  2.0536532236730206E+009                  1.4062190767970852E+000                  1.3614277225098663E+000                  4.7946780586236781E-001                  2.5641399738212360E+000                  9.7384046647703740E-002                  2.0000000000000000E+000                 -6.8943722977389124E+000                  1.1438398257790839E+001                  6.1613003816388323E+000                  2.2989407849216582E-003                  2.1532025328722731E-003                  2.6984072842601261E+000                 -9.8999999999999986E+001                  0.0000000000000000E+000                  1.2793850492617575E-015                  1.9871840641273025E-001                  7.8875243254723693E-001                  1.1503283885050638E-002                  6.6960649523901660E-005                  1.2128462059870110E-004                  1.3418334356797389E-025                  0.0000000000000000E+000                  4.1154277827347009E-032                 -1.0006152496542929E-011                  6.3135452644225099E-016                 -5.4998664413168283E+000                  1.8047163022052099E-003                  1.0000000000000000E-050                 -5.0000000000000000E+001                  8.1223421134132234E-001                 -9.0318721957721726E-002                  5.1684106567756417E+050                 -5.0000000000000000E+001 
                 8.6926852334016758E+000                  3.7674795561335372E+000                  2.0454663930520940E+001                  8.2033784304045571E+005                  0.0000000000000000E+000                                        8                  2.6158102991942844E+008                 -3.5404133555967787E+000                  1.7653302880419013E+000                  8.6466160372946424E-002                  1.1398378885615475E+017                  7.0075058256314361E+008                  2.0559096279217291E+009                  1.4061385551108747E+000                  1.3613890745320598E+000                  4.7927807636881009E-001                  2.5647163792712839E+000                  9.7233082467466633E-002                  2.0000000000000000E+000                 -6.8946376511519105E+000                  1.1417218845018624E+001                  6.1847184800631849E+000                  2.2989414335893915E-003                  1.3154510156356551E-003                  2.6969345775199418E+000                 -9.8999999999999986E+001                  0.0000000000000000E+000                  1.3433668561984536E-015                  1.9871840641527797E-001                  7.8875243254050620E-001                  1.1503283889080994E-002                  6.6960649524396679E-005                  1.2128462059957866E-004                  1.4460639965374004E-025                  0.0000000000000000E+000                  4.9601712257261205E-032                 -1.2878104471676862E-011                  6.6574981348185451E-014                 -5.4450740280406169E+000                  1.3128220178201641E-003                  1.0000000000000000E-050                 -5.0000000000000000E+001                  8.0770825856106665E-001                 -9.2745476572474367E-002                  5.1489054324070043E+050                 -5.0000000000000000E+001 
                 8.6940456337221583E+000                  3.7712442891210687E+000                  2.0459957356757410E+001                  8.2034484222662379E+005                  0.0000000000000000E+000                                        8                  2.6203507516872767E+008                 -3.5368624983175976E+000                  1.7653302880419028E+000                  8.6262490671911912E-002                  1.1440630509335598E+017                  7.0123233191743410E+008                  2.0579558735153089E+009                  1.4060662673632933E+000                  1.3613543580445997E+000                  4.7910605867821587E-001                  2.5652387692268235E+000                  9.7098676202982750E-002                  2.0000000000000000E+000                 -6.8948435083138921E+000                  1.1398278117898547E+001                  6.2036592071832617E+000                  2.2989415879171135E-003                  4.6981242678062680E-004                  2.6957410846178393E+000                 -9.8999999999999986E+001                  0.0000000000000000E+000                  1.4035852414649909E-015                  1.9871840641732502E-001                  7.8875243253509009E-001                  1.1503283892327394E-002                  6.6960649524794853E-005                  1.2128462060028451E-004                  1.5462223346760739E-025                  0.0000000000000000E+000                  5.8634934339649817E-032                 -1.1902024654332861E-011                  3.1689189802335327E-014                 -5.4621895772276119E+000                  3.2346247424280372E-003                  1.0000000000000000E-050                 -5.0000000000000000E+001                  8.0370149740898411E-001                 -9.4905222519642521E-002                  5.1255216435359669E+050                 -5.0000000000000000E+001 
                 8.6953991525955647E+000                  3.7749972023329477E+000                  2.0465227528173127E+001                  8.1984468277163256E+005                  0.0000000000000000E+000                                        8                  2.6248654226060107E+008                 -3.5333140023548411E+000                  1.7653302880419046E+000                  8.6059625067201800E-002                  1.1482699014988736E+017                  7.0170173629443693E+008                  2.0599469889264014E+009                  1.4059949410817703E+000                  1.3613202198400356E+000                  4.7893906818080839E-001                  2.5657459007176233E+000                  9.6964921419325320E-002                  2.0000000000000000E+000                 -6.8950480065446849E+000                  1.1379337390778471E+001                  6.2225999343033385E+000                  2.2989416819571553E-003                  7.9186105096713515E-003                  2.6945523575616859E+000                 -9.8999999999999986E+001                  0.0000000000000000E+000                  1.4666754027465508E-015                  1.9871840641909735E-001                  7.8875243253039051E-001                  1.1503283895148037E-002                  6.6960649525140157E-005                  1.2128462060089659E-004                  1.6533158390286296E-025                  0.0000000000000000E+000                  6.9321487476663241E-032                  2.3697775440372338E-005                  7.3702359433306255E-015                 -2.3126462101028613E+000                  7.7743926920690182E-003                  2.8740132232798744E+014                  1.4458488761983409E+001                  7.9973351083896627E-001                 -9.7054705573924871E-002                  5.1047079439551563E+050                 -2.3126462268352976E+000 
                 8.6966905965256522E+000                  3.7790346129229881E+000                  2.0470474733337678E+001                  7.8547880874874315E+005                  0.0000000000000000E+000                                        8                  2.6285028181135193E+008                 -3.5288678892630587E+000                  1.7653302880419082E+000                  8.5857556399132839E-002                  1.1514892724058742E+017                  7.0149827534664536E+008                  2.0588591821046989E+009                  1.4059723294545783E+000                  1.3613135023846437E+000                  4.7904546987484870E-001                  2.5654365349262562E+000                  9.6837258965052728E-002                  2.0000000000000000E+000                 -6.8950945892715394E+000                  1.1360396663658394E+001                  6.2415406614234161E+000                  2.2989455714263864E-003                  1.4934754680663201E-002                  2.6930246666710183E+000                 -9.8999999999999986E+001                  0.0000000000000000E+000                  1.5302099067856909E-015                  1.9871840645785765E-001                  7.8875243242855886E-001                  1.1503283955911806E-002                  6.6960649532633241E-005                  1.2128462061418133E-004                  1.7650443536590675E-025                  0.0000000000000000E+000                  8.1606193680289392E-032                  2.1114064921792658E-003                  3.7077358636797112E-013                 -1.3377140737024853E+000                  1.1822248347833780E-002                  3.2107260946263325E+012                  1.2506603257710312E+001                  7.9589792317264496E-001                 -9.9142628550724740E-002                  5.0839920245851402E+050                 -1.3377232984137704E+000 
